4986.	-45.	135.	12.069	0.4691	1
4986.	-45.	225.	12.069	0.4691	1
4986.	-45.	315.	12.069	0.4691	1
4986.	45.	45.	12.069	0.4691	1
4986.	45.	135.	12.069	0.4691	1
4986.	45.	225.	12.069	0.4691	1
4986.	45.	315.	12.069	0.4691	1
5164.5	-45.	45.	12.166	0.4691	1
5164.5	-45.	135.	12.166	0.4691	1
5164.5	-45.	225.	12.166	0.4691	1
5164.5	-45.	315.	12.166	0.4691	1
5164.5	45.	45.	12.166	0.4691	1
5164.5	45.	135.	12.166	0.4691	1
5164.5	45.	225.	12.166	0.4691	1
5164.5	45.	315.	12.166	0.4691	1
5186.	-45.	45.	12.775	0.4691	0
5186.	-45.	135.	12.775	0.4691	0
5186.	-45.	225.	12.775	0.4691	0
5186.	-45.	315.	12.775	0.4691	0
5186.	45.	45.	12.775	0.4691	0
5186.	45.	135.	12.775	0.4691	0
5186.	45.	225.	12.775	0.4691	0
5186.	45.	315.	12.775	0.4691	0
5386.	-45.	45.	12.871	0.4691	0
5386.	-45.	135.	12.871	0.4691	0
5386.	-45.	225.	12.871	0.4691	0
5386.	-45.	315.	12.871	0.4691	0
5386.	45.	45.	12.871	0.4691	0
5386.	45.	135.	12.871	0.4691	0
5386.	45.	225.	12.871	0.4691	0
5386.	45.	315.	12.871	0.4691	0
5586.	-45.	45.	12.949	0.4691	0
5586.	-45.	135.	12.949	0.4691	0
5586.	-45.	225.	12.949	0.4691	0
5586.	-45.	315.	12.949	0.4691	0
5586.	45.	45.	12.949	0.4691	0
5586.	45.	135.	12.949	0.4691	0
5586.	45.	225.	12.949	0.4691	0
5586.	45.	315.	12.949	0.4691	0
5786.	-45.	45.	13.01	0.4691	0
5786.	-45.	135.	13.01	0.4691	0
5786.	-45.	225.	13.01	0.4691	0
5786.	-45.	315.	13.01	0.4691	0
5786.	45.	45.	13.01	0.4691	0
5786.	45.	135.	13.01	0.4691	0
5786.	45.	225.	13.01	0.4691	0
5786.	45.	315.	13.01	0.4691	0
5986.	-45.	45.	13.054	0.4691	0
5986.	-45.	135.	13.054	0.4691	0
5986.	-45.	225.	13.054	0.4691	0
5986.	-45.	315.	13.054	0.4691	0
5986.	45.	45.	13.054	0.4691	0
5986.	45.	135.	13.054	0.4691	0
5986.	45.	225.	13.054	0.4691	0
5986.	45.	315.	13.054	0.4691	0
6186.	-45.	45.	13.08	0.4691	0
6186.	-45.	135.	13.08	0.4691	0
6186.	-45.	225.	13.08	0.4691	0
6186.	-45.	315.	13.08	0.4691	0
6186.	45.	45.	13.08	0.4691	0
6186.	45.	135.	13.08	0.4691	0
6186.	45.	225.	13.08	0.4691	0
6186.	45.	315.	13.08	0.4691	0
6386.	-45.	45.	13.088	0.4691	0
6386.	-45.	135.	13.088	0.4691	0
6386.	-45.	225.	13.088	0.4691	0
6386.	-45.	315.	13.088	0.4691	0
6386.	45.	45.	13.088	0.4691	0
6386.	45.	135.	13.088	0.4691	0
6386.	45.	225.	13.088	0.4691	0
6386.	45.	315.	13.088	0.4691	0
