15.	-45.	45.	0.001	0.4991	6
15.	-45.	135.	0.001	0.4991	6
15.	-45.	225.	0.001	0.4991	6
15.	-45.	315.	0.001	0.4991	6
15.	45.	45.	0.001	0.4991	6
15.	45.	135.	0.001	0.4991	6
15.	45.	225.	0.001	0.4991	6
15.	45.	315.	0.001	0.4991	6
18.	-45.	45.	1.027	0.5525	5
18.	-45.	135.	1.027	0.5525	5
18.	-45.	225.	1.027	0.5525	5
18.	-45.	315.	1.027	0.5525	5
18.	45.	45.	1.027	0.5525	5
18.	45.	135.	1.027	0.5525	5
18.	45.	225.	1.027	0.5525	5
18.	45.	315.	1.027	0.5525	5
30.	-45.	45.	2.6	0.4956	4
30.	-45.	135.	2.6	0.4956	4
30.	-45.	225.	2.6	0.4956	4
30.	-45.	315.	2.6	0.4956	4
30.	45.	45.	2.6	0.4956	4
30.	45.	135.	2.6	0.4956	4
30.	45.	225.	2.6	0.4956	4
30.	45.	315.	2.6	0.4956	4
39.399999999999636	-45.	45.	2.9	0.4956	4
39.399999999999636	-45.	135.	2.9	0.4956	4
39.399999999999636	-45.	225.	2.9	0.4956	4
39.399999999999636	-45.	315.	2.9	0.4956	4
39.399999999999636	45.	45.	2.9	0.4956	4
39.399999999999636	45.	135.	2.9	0.4956	4
39.399999999999636	45.	225.	2.9	0.4956	4
39.399999999999636	45.	315.	2.9	0.4956	4
95.	-45.	45.	3.375	0.4954	3
95.	-45.	135.	3.375	0.4954	3
95.	-45.	225.	3.375	0.4954	3
95.	-45.	315.	3.375	0.4954	3
95.	45.	45.	3.375	0.4954	3
95.	45.	135.	3.375	0.4954	3
95.	45.	225.	3.375	0.4954	3
95.	45.	315.	3.375	0.4954	3
165.	-45.	45.	3.367	0.4954	3
165.	-45.	135.	3.367	0.4954	3
165.	-45.	225.	3.367	0.4954	3
165.	-45.	315.	3.367	0.4954	3
165.	45.	45.	3.367	0.4954	3
165.	45.	135.	3.367	0.4954	3
165.	45.	225.	3.367	0.4954	3
165.	45.	315.	3.367	0.4954	3
235.	-45.	45.	3.36	0.4954	3
235.	-45.	135.	3.36	0.4954	3
235.	-45.	225.	3.36	0.4954	3
235.	-45.	315.	3.36	0.4954	3
235.	45.	45.	3.36	0.4954	3
235.	45.	135.	3.36	0.4954	3
235.	45.	225.	3.36	0.4954	3
235.	45.	315.	3.36	0.4954	3
325.	-45.	45.	3.49	0.4954	3
325.	-45.	135.	3.49	0.4954	3
325.	-45.	225.	3.49	0.4954	3
325.	-45.	315.	3.49	0.4954	3
325.	45.	45.	3.49	0.4954	3
325.	45.	135.	3.49	0.4954	3
325.	45.	225.	3.49	0.4954	3
325.	45.	315.	3.49	0.4954	3
415.	-45.	45.	3.543	0.4954	3
415.	-45.	135.	3.543	0.4954	3
415.	-45.	225.	3.543	0.4954	3
415.	-45.	315.	3.543	0.4954	3
415.	45.	45.	3.543	0.4954	3
415.	45.	135.	3.543	0.4954	3
415.	45.	225.	3.543	0.4954	3
415.	45.	315.	3.543	0.4954	3
515.	-45.	45.	3.85	0.4954	3
515.	-45.	135.	3.85	0.4954	3
515.	-45.	225.	3.85	0.4954	3
515.	-45.	315.	3.85	0.4954	3
515.	45.	45.	3.85	0.4954	3
515.	45.	135.	3.85	0.4954	3
515.	45.	225.	3.85	0.4954	3
515.	45.	315.	3.85	0.4954	3
615.	-45.	45.	3.976	0.4954	3
615.	-45.	135.	3.976	0.4954	3
615.	-45.	225.	3.976	0.4954	3
615.	-45.	315.	3.976	0.4954	3
615.	45.	45.	3.976	0.4954	3
615.	45.	135.	3.976	0.4954	3
615.	45.	225.	3.976	0.4954	3
615.	45.	315.	3.976	0.4954	3
685.	-45.	45.	3.992	0.4954	3
685.	-45.	135.	3.992	0.4954	3
685.	-45.	225.	3.992	0.4954	3
685.	-45.	315.	3.992	0.4954	3
685.	45.	45.	3.992	0.4954	3
685.	45.	135.	3.992	0.4954	3
685.	45.	225.	3.992	0.4954	3
685.	45.	315.	3.992	0.4954	3
786.	-45.	45.	4.443	0.4954	2
786.	-45.	135.	4.443	0.4954	2
786.	-45.	225.	4.443	0.4954	2
786.	-45.	315.	4.443	0.4954	2
786.	45.	45.	4.443	0.4954	2
786.	45.	135.	4.443	0.4954	2
786.	45.	225.	4.443	0.4954	2
786.	45.	315.	4.443	0.4954	2
986.	-45.	45.	4.563	0.4954	2
986.	-45.	135.	4.563	0.4954	2
986.	-45.	225.	4.563	0.4954	2
986.	-45.	315.	4.563	0.4954	2
986.	45.	45.	4.563	0.4954	2
986.	45.	135.	4.563	0.4954	2
986.	45.	225.	4.563	0.4954	2
986.	45.	315.	4.563	0.4954	2
1186.	-45.	45.	4.678	0.4954	2
1186.	-45.	135.	4.678	0.4954	2
1186.	-45.	225.	4.678	0.4954	2
1186.	-45.	315.	4.678	0.4954	2
1186.	45.	45.	4.678	0.4954	2
1186.	45.	135.	4.678	0.4954	2
1186.	45.	225.	4.678	0.4954	2
1186.	45.	315.	4.678	0.4954	2
1386.	-45.	45.	4.79	0.4954	2
1386.	-45.	135.	4.79	0.4954	2
1386.	-45.	225.	4.79	0.4954	2
1386.	-45.	315.	4.79	0.4954	2
1386.	45.	45.	4.79	0.4954	2
1386.	45.	135.	4.79	0.4954	2
1386.	45.	225.	4.79	0.4954	2
1386.	45.	315.	4.79	0.4954	2
1586.	-45.	45.	4.898	0.4954	2
1586.	-45.	135.	4.898	0.4954	2
1586.	-45.	225.	4.898	0.4954	2
1586.	-45.	315.	4.898	0.4954	2
1586.	45.	45.	4.898	0.4954	2
1586.	45.	135.	4.898	0.4954	2
1586.	45.	225.	4.898	0.4954	2
1586.	45.	315.	4.898	0.4954	2
1786.	-45.	45.	5.003	0.4954	2
1786.	-45.	135.	5.003	0.4954	2
1786.	-45.	225.	5.003	0.4954	2
1786.	-45.	315.	5.003	0.4954	2
1786.	45.	45.	5.003	0.4954	2
1786.	45.	135.	5.003	0.4954	2
1786.	45.	225.	5.003	0.4954	2
1786.	45.	315.	5.003	0.4954	2
1986.	-45.	45.	5.106	0.4954	2
1986.	-45.	135.	5.106	0.4954	2
1986.	-45.	225.	5.106	0.4954	2
1986.	-45.	315.	5.106	0.4954	2
1986.	45.	45.	5.106	0.4954	2
1986.	45.	135.	5.106	0.4954	2
1986.	45.	225.	5.106	0.4954	2
1986.	45.	315.	5.106	0.4954	2
2186.	-45.	45.	5.207	0.4954	2
2186.	-45.	135.	5.207	0.4954	2
2186.	-45.	225.	5.207	0.4954	2
2186.	-45.	315.	5.207	0.4954	2
2186.	45.	45.	5.207	0.4954	2
2186.	45.	135.	5.207	0.4954	2
2186.	45.	225.	5.207	0.4954	2
2186.	45.	315.	5.207	0.4954	2
2386.	-45.	45.	5.307	0.4954	2
2386.	-45.	135.	5.307	0.4954	2
2386.	-45.	225.	5.307	0.4954	2
2386.	-45.	315.	5.307	0.4954	2
2386.	45.	45.	5.307	0.4954	2
2386.	45.	135.	5.307	0.4954	2
2386.	45.	225.	5.307	0.4954	2
2386.	45.	315.	5.307	0.4954	2
2586.	-45.	45.	5.407	0.4954	2
2586.	-45.	135.	5.407	0.4954	2
2586.	-45.	225.	5.407	0.4954	2
2586.	-45.	315.	5.407	0.4954	2
2586.	45.	45.	5.407	0.4954	2
2586.	45.	135.	5.407	0.4954	2
2586.	45.	225.	5.407	0.4954	2
2586.	45.	315.	5.407	0.4954	2
2756.	-45.	45.	5.491	0.4954	2
2756.	-45.	135.	5.491	0.4954	2
2756.	-45.	225.	5.491	0.4954	2
2756.	-45.	315.	5.491	0.4954	2
2756.	45.	45.	5.491	0.4954	2
2756.	45.	135.	5.491	0.4954	2
2756.	45.	225.	5.491	0.4954	2
2756.	45.	315.	5.491	0.4954	2
2786.	-45.	45.	5.506	0.4954	2
2786.	-45.	135.	5.506	0.4954	2
2786.	-45.	225.	5.506	0.4954	2
2786.	-45.	315.	5.506	0.4954	2
2786.	45.	45.	5.506	0.4954	2
2786.	45.	135.	5.506	0.4954	2
2786.	45.	225.	5.506	0.4954	2
2786.	45.	315.	5.506	0.4954	2
2906.	-45.	45.	5.566	0.4954	2
2906.	-45.	135.	5.566	0.4954	2
2906.	-45.	225.	5.566	0.4954	2
2906.	-45.	315.	5.566	0.4954	2
2906.	45.	45.	5.566	0.4954	2
2906.	45.	135.	5.566	0.4954	2
2906.	45.	225.	5.566	0.4954	2
2906.	45.	315.	5.566	0.4954	2
2986.	-45.	45.	10.029	0.4691	1
2986.	-45.	135.	10.029	0.4691	1
2986.	-45.	225.	10.029	0.4691	1
2986.	-45.	315.	10.029	0.4691	1
2986.	45.	45.	10.029	0.4691	1
2986.	45.	135.	10.029	0.4691	1
2986.	45.	225.	10.029	0.4691	1
2986.	45.	315.	10.029	0.4691	1
3186.	-45.	45.	10.327	0.4691	1
3186.	-45.	135.	10.327	0.4691	1
3186.	-45.	225.	10.327	0.4691	1
3186.	-45.	315.	10.327	0.4691	1
3186.	45.	45.	10.327	0.4691	1
3186.	45.	135.	10.327	0.4691	1
3186.	45.	225.	10.327	0.4691	1
3186.	45.	315.	10.327	0.4691	1
3386.	-45.	45.	10.602	0.4691	1
3386.	-45.	135.	10.602	0.4691	1
3386.	-45.	225.	10.602	0.4691	1
3386.	-45.	315.	10.602	0.4691	1
3386.	45.	45.	10.602	0.4691	1
3386.	45.	135.	10.602	0.4691	1
3386.	45.	225.	10.602	0.4691	1
3386.	45.	315.	10.602	0.4691	1
3586.	-45.	45.	10.853	0.4691	1
3586.	-45.	135.	10.853	0.4691	1
3586.	-45.	225.	10.853	0.4691	1
3586.	-45.	315.	10.853	0.4691	1
3586.	45.	45.	10.853	0.4691	1
3586.	45.	135.	10.853	0.4691	1
3586.	45.	225.	10.853	0.4691	1
3586.	45.	315.	10.853	0.4691	1
3786.	-45.	45.	11.083	0.4691	1
3786.	-45.	135.	11.083	0.4691	1
3786.	-45.	225.	11.083	0.4691	1
3786.	-45.	315.	11.083	0.4691	1
3786.	45.	45.	11.083	0.4691	1
3786.	45.	135.	11.083	0.4691	1
3786.	45.	225.	11.083	0.4691	1
3786.	45.	315.	11.083	0.4691	1
3986.	-45.	45.	11.293	0.4691	1
3986.	-45.	135.	11.293	0.4691	1
3986.	-45.	225.	11.293	0.4691	1
3986.	-45.	315.	11.293	0.4691	1
3986.	45.	45.	11.293	0.4691	1
3986.	45.	135.	11.293	0.4691	1
3986.	45.	225.	11.293	0.4691	1
3986.	45.	315.	11.293	0.4691	1
4186.	-45.	45.	11.483	0.4691	1
4186.	-45.	135.	11.483	0.4691	1
4186.	-45.	225.	11.483	0.4691	1
4186.	-45.	315.	11.483	0.4691	1
4186.	45.	45.	11.483	0.4691	1
4186.	45.	135.	11.483	0.4691	1
4186.	45.	225.	11.483	0.4691	1
4186.	45.	315.	11.483	0.4691	1
4386.	-45.	45.	11.655	0.4691	1
4386.	-45.	135.	11.655	0.4691	1
4386.	-45.	225.	11.655	0.4691	1
4386.	-45.	315.	11.655	0.4691	1
4386.	45.	45.	11.655	0.4691	1
4386.	45.	135.	11.655	0.4691	1
4386.	45.	225.	11.655	0.4691	1
4386.	45.	315.	11.655	0.4691	1
4586.	-45.	45.	11.809	0.4691	1
4586.	-45.	135.	11.809	0.4691	1
4586.	-45.	225.	11.809	0.4691	1
4586.	-45.	315.	11.809	0.4691	1
4586.	45.	45.	11.809	0.4691	1
4586.	45.	135.	11.809	0.4691	1
4586.	45.	225.	11.809	0.4691	1
4586.	45.	315.	11.809	0.4691	1
4786.	-45.	45.	11.947	0.4691	1
4786.	-45.	135.	11.947	0.4691	1
4786.	-45.	225.	11.947	0.4691	1
4786.	-45.	315.	11.947	0.4691	1
4786.	45.	45.	11.947	0.4691	1
4786.	45.	135.	11.947	0.4691	1
4786.	45.	225.	11.947	0.4691	1
4786.	45.	315.	11.947	0.4691	1
4986.	-45.	45.	12.069	0.4691	1
