186.0	13.0860	0.4691	0
279.0	13.0766	0.4691	0
349.7	13.0670	0.4691	0
408.9	13.0573	0.4691	0
460.9	13.0475	0.4691	0
507.7	13.0376	0.4691	0
550.7	13.0278	0.4691	0
590.6	13.0179	0.4691	0
628.0	13.0080	0.4691	0
663.4	12.9981	0.4691	0
697.0	12.9882	0.4691	0
729.1	12.9783	0.4691	0
759.8	12.9684	0.4691	0
789.3	12.9585	0.4691	0
817.8	12.9486	0.4691	0
845.3	12.9386	0.4691	0
872.0	12.9287	0.4691	0
897.9	12.9188	0.4691	0
923.1	12.9088	0.4691	0
947.6	12.8989	0.4691	0
971.5	12.8890	0.4691	0
994.8	12.8790	0.4691	0
1017.6	12.8691	0.4691	0
1039.9	12.8592	0.4691	0
1061.7	12.8492	0.4691	0
1083.1	12.8393	0.4691	0
1104.1	12.8293	0.4691	0
1124.7	12.8194	0.4691	0
1144.9	12.8094	0.4691	0
1164.8	12.7995	0.4691	0
1184.3	12.7895	0.4691	0
1203.5	12.7796	0.4691	0
1221.5	12.7699	0.4691	0
1240.9	12.1628	0.4691	1
1260.0	12.1529	0.4691	1
1278.9	12.1429	0.4691	1
1297.5	12.1330	0.4691	1
1315.9	12.1231	0.4691	1
1334.1	12.1131	0.4691	1
1352.1	12.1032	0.4691	1
1369.9	12.0932	0.4691	1
1387.5	12.0833	0.4691	1
1404.9	12.0733	0.4691	1
1422.1	12.0634	0.4691	1
1439.1	12.0535	0.4691	1
1456.0	12.0435	0.4691	1
1472.7	12.0335	0.4691	1
1489.2	12.0236	0.4691	1
1505.6	12.0136	0.4691	1
1521.8	12.0037	0.4691	1
1537.8	11.9937	0.4691	1
1553.7	11.9838	0.4691	1
1569.4	11.9739	0.4691	1
1585.0	11.9639	0.4691	1
1600.5	11.9540	0.4691	1
1615.8	11.9440	0.4691	1
1631.0	11.9340	0.4691	1
1646.0	11.9241	0.4691	1
1660.9	11.9142	0.4691	1
1675.7	11.9042	0.4691	1
1690.4	11.8942	0.4691	1
1704.9	11.8843	0.4691	1
1719.3	11.8743	0.4691	1
1733.6	11.8644	0.4691	1
1747.8	11.8544	0.4691	1
1761.9	11.8445	0.4691	1
1775.9	11.8345	0.4691	1
1789.7	11.8245	0.4691	1
1803.4	11.8146	0.4691	1
1817.0	11.8047	0.4691	1
1830.5	11.7948	0.4691	1
1843.9	11.7848	0.4691	1
1857.2	11.7749	0.4691	1
1870.4	11.7650	0.4691	1
1883.5	11.7550	0.4691	1
1896.5	11.7451	0.4691	1
1909.4	11.7352	0.4691	1
1922.3	11.7253	0.4691	1
1935.1	11.7153	0.4691	1
1947.8	11.7053	0.4691	1
1960.4	11.6954	0.4691	1
1972.9	11.6854	0.4691	1
