630.9	13.0598	0.4691	0
946.3	12.9519	0.4691	0
1186.1	12.8411	0.4691	0
1221.5	12.7744	0.4691	0
1427.4	12.1128	0.4691	1
1610.6	11.9999	0.4691	1
1776.2	11.8867	0.4691	1
1927.9	11.7734	0.4691	1
2068.2	11.6599	0.4691	1
2199.0	11.5462	0.4691	1
2321.7	11.4324	0.4691	1
2437.5	11.3186	0.4691	1
2547.2	11.2046	0.4691	1
2651.6	11.0905	0.4691	1
2751.2	10.9764	0.4691	1
2846.6	10.8623	0.4691	1
2938.1	10.7481	0.4691	1
3026.2	10.6339	0.4691	1
3111.1	10.5196	0.4691	1
3193.1	10.4053	0.4691	1
3272.4	10.2910	0.4691	1
3349.3	10.1767	0.4691	1
3423.9	10.0623	0.4691	1
3480.0	9.9609	0.4691	1
3711.1	5.5129	0.4954	2
3942.7	5.3980	0.4954	2
4173.1	5.2831	0.4954	2
4400.6	5.1684	0.4954	2
4623.7	5.0539	0.4954	2
4841.3	4.9394	0.4954	2
5052.5	4.8250	0.4954	2
5256.8	4.7107	0.4954	2
5453.8	4.5964	0.4954	2
5643.4	4.4822	0.4954	2
5701.0	4.4070	0.4954	2
5834.1	3.9711	0.4954	3
5925.5	3.8562	0.4954	3
5971.0	3.7701	0.4954	3
6151.0	3.4981	0.4954	3
6346.6	3.3685	0.4954	3
6356.0	2.9000	0.4956	4
6368.0	2.6000	0.4956	4
6371.0	1.0200	0.5525	5
6386.0	0.0010	0.4991	6
